,Row.names,baseMean,log2FoldChange,lfcSE,pvalue,padj,significant
8969,ENSG00000153292,0.009398203,0.000171067,0.128697922,0.927949559,NA,unchanged
8970,ENSG00000153294,0.008113793,-0.000473595,0.12869937,0.964647976,NA,unchanged
8971,ENSG00000153310,2948.500189,-0.009217155,0.072389137,0.875516493,0.938865353,unchanged
8972,ENSG00000153317,1985.075198,0.032695382,0.092748997,0.613086252,0.776086228,unchanged
8973,ENSG00000153339,1741.41715,0.0601793,0.074123219,0.323021432,0.535533124,unchanged
8974,ENSG00000153347,4.373247054,0.037684946,0.127556238,0.371089867,0.578748125,unchanged
8975,ENSG00000153391,61.14454149,0.147571671,0.08584917,0.031714146,0.130281049,unchanged
8976,ENSG00000153395,371.5048479,-0.271195302,0.184525364,0.008558631,0.057512391,unchanged
8977,ENSG00000153404,0.22720246,0.000254851,0.128686314,0.907567306,NA,unchanged
8978,ENSG00000153406,120.6360254,-0.040348334,0.072601323,0.501649405,0.694819315,unchanged
8979,ENSG00000153443,79.33058179,-0.144958183,0.133731885,0.070917831,0.213964659,unchanged
8980,ENSG00000153485,120.7287473,0.087676093,0.071913927,0.144343354,0.329888689,unchanged
8981,ENSG00000153487,142.0789459,0.012905901,0.062030961,0.81358041,0.901279246,unchanged
8982,ENSG00000153495,0.261551051,-0.002838171,0.128611837,0.93273699,NA,unchanged
8983,ENSG00000153531,2.649334589,0.080463389,0.152818463,0.099379608,NA,unchanged
8984,ENSG00000153551,239.9034719,-0.006706638,0.060302651,0.89880404,0.95167891,unchanged
8985,ENSG00000153558,0.189047973,0.001374787,0.128699435,0.884715012,NA,unchanged
8986,ENSG00000153560,538.189328,-0.014425765,0.050006424,0.752524031,0.868987578,unchanged
8987,ENSG00000153561,3661.754692,0.206646317,0.153996905,0.024150295,0.109707213,unchanged
8988,ENSG00000153563,518.6514932,-0.04869247,0.094239669,0.446338587,0.64831277,unchanged
8989,ENSG00000153574,3386.741889,0.058928568,0.118435473,0.349915745,0.560550395,unchanged
8990,ENSG00000153684,0.005831874,0.000324089,0.128696774,0.9316951,NA,unchanged
8991,ENSG00000153707,2.223833789,0.613961289,0.492882532,0.004646773,NA,unchanged
8992,ENSG00000153714,6.004670295,0.004673741,0.119872526,0.909037473,0.95607809,unchanged
8993,ENSG00000153721,4.635984435,-0.01511514,0.12179397,0.708410969,NA,unchanged
8994,ENSG00000153767,237.832431,0.018904622,0.053571995,0.697013915,0.831855132,unchanged
8995,ENSG00000153774,54.53343415,0.031091338,0.082240198,0.627340241,0.786291431,unchanged
8996,ENSG00000153786,497.9491349,-0.038585092,0.06077616,0.47272153,0.670383063,unchanged
8997,ENSG00000153789,0.115237148,-0.001617799,0.128705224,0.903796135,NA,unchanged
8998,ENSG00000153790,22.20269366,0.084410906,0.103103066,0.235840452,0.443093213,unchanged
8999,ENSG00000153802,0.262605892,-0.003596981,0.12869982,0.902936949,NA,unchanged
9000,ENSG00000153814,954.6004444,0.283240432,0.204086538,0.009605505,0.061693637,unchanged
9001,ENSG00000153815,419.3626339,-0.530241347,0.154666852,3.81E-05,0.0017745,downregulated
9002,ENSG00000153822,0.474621782,0.003039522,0.128128931,0.673771097,NA,unchanged
9003,ENSG00000153823,59.42260559,-0.030367626,0.107205117,0.630959661,0.788292011,unchanged
9004,ENSG00000153827,7391.215476,0.085756891,0.07325249,0.158166483,0.348228362,unchanged
9005,ENSG00000153832,10.40261767,0.06444157,0.119999722,0.308973366,0.520857352,unchanged
9006,ENSG00000153879,407.9184101,0.076598234,0.056391416,0.131315633,0.310743663,unchanged
9007,ENSG00000153885,52.48295862,-0.205685848,0.126263687,0.0192176,0.094996716,unchanged
9008,ENSG00000153896,34.72900073,0.109751779,0.10366913,0.126986377,0.304402226,unchanged
9009,ENSG00000153898,112.7003352,0.043268232,0.092530797,0.499534046,0.693068438,unchanged
9010,ENSG00000153902,0.110750084,-0.001358177,0.128699551,0.958945587,NA,unchanged
9011,ENSG00000153904,3.393278983,-0.011756155,0.123384045,0.786711713,NA,unchanged
9012,ENSG00000153914,581.4049063,0.252809373,0.10477235,0.002133585,0.023199361,upregulated
9013,ENSG00000153922,1136.404369,0.060660825,0.081402747,0.345919612,0.557301541,unchanged
9014,ENSG00000153930,0.371283519,0.001946488,0.128603865,0.896809034,NA,unchanged
9015,ENSG00000153933,282.811418,0.297036603,0.113825061,0.000837262,0.012904835,upregulated
9016,ENSG00000153936,393.4736277,0.012742974,0.052501718,0.790247954,0.889867851,unchanged
9017,ENSG00000153944,367.2444239,0.066522864,0.062179279,0.218192055,0.42202295,unchanged
9018,ENSG00000153956,0.13618972,-0.000549051,0.128675927,0.987822897,NA,unchanged
9019,ENSG00000153975,209.6408664,0.125646756,0.077385415,0.047795877,0.166803514,unchanged
9020,ENSG00000153976,2.512619805,0.013315196,0.125649844,0.658017128,NA,unchanged
9021,ENSG00000153982,26.54538952,0.034678446,0.09069228,0.586655417,0.756055982,unchanged
9022,ENSG00000153989,531.1580673,0.052000326,0.060721685,0.33005946,0.542237744,unchanged
9023,ENSG00000153993,3.208572346,-0.008444827,0.118837582,0.852210107,NA,unchanged
9024,ENSG00000154001,266.846383,-0.092609275,0.103979334,0.192687893,0.39097125,unchanged
9025,ENSG00000154016,158.3781519,-0.007517247,0.086330657,0.904124953,0.953665103,unchanged
9026,ENSG00000154025,0.501812219,-0.005003112,0.128482641,0.774811412,NA,unchanged
9027,ENSG00000154027,98.34988988,0.342161028,0.162899642,0.002263186,0.024071807,upregulated
9028,ENSG00000154040,2.233982705,-0.008050263,0.120046714,0.90180081,NA,unchanged
9029,ENSG00000154059,119.5038595,0.075176375,0.076403743,0.23275453,0.439203198,unchanged
9030,ENSG00000154065,0.798973417,0.010626062,0.127728564,0.531794851,NA,unchanged
9031,ENSG00000154079,8.364174979,0.076984095,0.124334866,0.248645497,0.457951075,unchanged
9032,ENSG00000154080,0.053067553,0.000315795,0.128697539,0.938486541,NA,unchanged
9033,ENSG00000154096,0.134568189,-0.001253235,0.128693089,0.944401852,NA,unchanged
9034,ENSG00000154099,0.037710792,-0.000939553,0.128697311,0.987630042,NA,unchanged
9035,ENSG00000154102,9.717163698,-0.049257566,0.131241631,0.268879999,0.480450305,unchanged
9036,ENSG00000154114,2901.922981,0.086000338,0.126364971,0.199396748,0.399399478,unchanged
9037,ENSG00000154118,0.0304239,-0.000676728,0.128698589,0.98482342,NA,unchanged
9038,ENSG00000154122,412.5761451,0.025435487,0.09606281,0.692616111,0.829224526,unchanged
9039,ENSG00000154124,766.9060762,0.072299936,0.067776912,0.206548491,0.407995193,unchanged
9040,ENSG00000154127,493.7685415,0.013820045,0.061874454,0.799561151,0.894642352,unchanged
9041,ENSG00000154133,0.305668068,0.000505433,0.12864701,0.884403678,NA,unchanged
9042,ENSG00000154134,7.46616314,-0.036282439,0.118323248,0.504368152,0.697050383,unchanged
9043,ENSG00000154144,195.1417111,-0.000428044,0.065574367,0.992401021,0.996215733,unchanged
9044,ENSG00000154146,702.7179056,-0.014116625,0.110785464,0.800271634,0.895147865,unchanged
9045,ENSG00000154153,159.506067,0.156761192,0.089346432,0.02586248,0.114257623,unchanged
9046,ENSG00000154162,0.02006873,-0.000149672,0.128696282,0.960445192,NA,unchanged
9047,ENSG00000154165,264.5410618,0.147293498,0.161176651,0.058897804,0.190767171,unchanged
9048,ENSG00000154174,4.654542129,0.000213725,0.12869747,4.20E-07,NA,unchanged
9049,ENSG00000154175,0.076405494,0.000286442,0.128686329,0.918402719,NA,unchanged
9050,ENSG00000154188,172.9181197,0.177396925,0.164624702,0.045002487,0.160909177,unchanged
9051,ENSG00000154217,517.5793229,-0.060656613,0.062108076,0.2578372,0.468705633,unchanged
9052,ENSG00000154222,135.3801971,-0.188342401,0.104142583,0.016366025,0.085999299,unchanged
9053,ENSG00000154227,7.543005183,0.08739888,0.139043986,0.166581257,0.358744544,unchanged
9054,ENSG00000154229,313.3314151,-0.007501734,0.078814755,0.901970791,0.953136183,unchanged
9055,ENSG00000154237,192.4707377,-0.264905322,0.142016288,0.006937074,0.050883971,unchanged
9056,ENSG00000154240,8.766807188,0.206575036,0.211760682,0.032387127,0.131727953,unchanged
9057,ENSG00000154252,0.214673032,-0.000981497,0.128678258,0.903289416,NA,unchanged
9058,ENSG00000154258,6.018620957,-0.003107321,0.109951638,0.967633473,0.984540499,unchanged
9059,ENSG00000154262,11.21250285,0.123718817,0.167636785,0.089069032,0.244755281,unchanged
9060,ENSG00000154263,20.33649,0.302547884,0.168903603,0.00634739,0.047873561,upregulated
9061,ENSG00000154265,538.1486371,0.249413648,0.143033521,0.007706327,0.054281564,unchanged
9062,ENSG00000154269,39.46306723,0.007553065,0.111389535,0.888670556,0.9463791,unchanged
9063,ENSG00000154274,0.039630416,-5.18E-05,0.128691251,0.962621547,NA,unchanged
9064,ENSG00000154277,0.611053579,-0.001976408,0.12823111,0.965354115,NA,unchanged
9065,ENSG00000154305,424.8706446,-0.069774108,0.084676021,0.290892872,0.504340977,unchanged
9066,ENSG00000154309,86.24872994,0.164012571,0.086496507,0.017828392,0.090636144,unchanged
9067,ENSG00000154310,478.9287735,-0.041636281,0.070081503,0.479175693,0.675383988,unchanged
9068,ENSG00000154319,14.35088304,-0.049550035,0.121545828,0.401201614,0.608084925,unchanged
9069,ENSG00000154328,53.21329284,-0.031135331,0.095979011,0.630459418,0.788060038,unchanged
9070,ENSG00000154330,21.52921707,-0.035157516,0.119297215,0.508707224,0.699763137,unchanged
9071,ENSG00000154358,109.1323443,-0.352981789,0.192202942,0.003391747,0.030884978,downregulated
9072,ENSG00000154359,317.4508505,-0.020522355,0.066144864,0.71428178,0.84333141,unchanged
9073,ENSG00000154370,193.5973941,-0.423155091,0.094872367,5.20E-07,0.000179729,downregulated
9074,ENSG00000154380,5.245346287,-0.066041105,0.138903787,0.184197987,NA,unchanged
9075,ENSG00000154429,527.3690818,0.156756808,0.10180333,0.037598961,0.144623401,unchanged
9076,ENSG00000154447,34.91902726,-0.002987769,0.095230553,0.962176083,0.981732833,unchanged
9077,ENSG00000154451,6065.55042,0.031909078,0.108859799,0.607204714,0.771463231,unchanged
9078,ENSG00000154473,1342.495944,0.110194451,0.056590978,0.027781765,0.119635289,unchanged
9079,ENSG00000154479,0.169630924,0.001098821,0.128694676,0.850617103,NA,unchanged
9080,ENSG00000154485,0.843254544,-0.005642188,0.127167153,0.937755537,NA,unchanged
9081,ENSG00000154493,0.042751193,-6.24E-06,0.128692557,0.956661051,NA,unchanged
9082,ENSG00000154511,174.9366501,0.095472167,0.093761682,0.162548721,0.353803561,unchanged
9083,ENSG00000154518,321.3279394,0.102284322,0.074924522,0.097265299,0.258545998,unchanged
9084,ENSG00000154529,36.26387214,0.085394837,0.153941452,0.090504581,0.247159812,unchanged
9085,ENSG00000154545,4.27143904,0.003208502,0.12291045,0.93098886,NA,unchanged
9086,ENSG00000154548,0.162839482,0.000600067,0.128685361,0.899050384,NA,unchanged
9087,ENSG00000154553,0.009488937,2.15E-05,0.128699093,0.956764396,NA,unchanged
9088,ENSG00000154556,3.780573283,0.028966258,0.126260454,0.466792636,NA,unchanged
9089,ENSG00000154582,168.6230358,0.143048882,0.073935105,0.020909775,0.100107988,unchanged
9090,ENSG00000154589,93.04065556,0.097785522,0.146006941,0.138733593,0.322453681,unchanged
9091,ENSG00000154611,2.932227842,0.002250528,0.120003652,0.962679224,NA,unchanged
9092,ENSG00000154620,16.53738715,-0.003810241,0.116874465,0.998848737,NA,unchanged
9093,ENSG00000154639,3.470419586,0.125042897,0.190584099,0.059890117,NA,unchanged
9094,ENSG00000154640,60.83088625,0.041458372,0.080663988,0.509524451,0.700330479,unchanged
9095,ENSG00000154642,1016.392044,0.101678941,0.072540715,0.091548764,0.248739066,unchanged
9096,ENSG00000154645,3.059420556,0.020949772,0.121286279,0.626354014,NA,unchanged
9097,ENSG00000154646,0.3879012,0.001048946,0.128540772,0.77363828,NA,unchanged
9098,ENSG00000154654,1.451180347,0.010202583,0.126004219,0.761144651,NA,unchanged
9099,ENSG00000154655,52.72174808,0.144467485,0.129219019,0.071734117,0.215373516,unchanged
9100,ENSG00000154678,0.842433875,-0.017222871,0.128768552,0.480734101,NA,unchanged
9101,ENSG00000154710,343.5463887,0.040745727,0.054121982,0.406358193,0.613501249,unchanged
9102,ENSG00000154719,120.7120421,0.028962518,0.080988014,0.642290122,0.795377792,unchanged
9103,ENSG00000154721,3.438917789,0.008347505,0.120847124,0.846781188,NA,unchanged
9104,ENSG00000154723,137.268686,0.102078425,0.080329004,0.113122789,0.2826232,unchanged
9105,ENSG00000154727,686.7589374,0.010756158,0.061093298,0.842151694,0.918671374,unchanged
9106,ENSG00000154734,53.67979456,-0.066318049,0.126506837,0.279334545,0.492079603,unchanged
9107,ENSG00000154736,31.89462237,-0.013261198,0.102688775,0.836632189,0.915401275,unchanged
9108,ENSG00000154743,109.6893339,0.163372865,0.075328851,0.009895095,0.062557375,unchanged
9109,ENSG00000154760,375.9334552,0.039816182,0.086993554,0.527959804,0.714603157,unchanged
9110,ENSG00000154764,15.97098567,0.012158774,0.107171116,0.835671922,0.914784488,unchanged
9111,ENSG00000154767,220.8954402,-0.291985814,0.218162232,0.012916808,0.074152445,unchanged
9112,ENSG00000154781,253.0487487,0.0216131,0.044395686,0.603844096,0.769241246,unchanged
9113,ENSG00000154783,0.276178697,-0.000516501,0.128605818,0.986212157,NA,unchanged
9114,ENSG00000154803,291.1667046,-0.025537083,0.104855674,0.67758871,0.819173388,unchanged
9115,ENSG00000154813,573.9353322,0.034901904,0.070448824,0.550343136,0.73130754,unchanged
9116,ENSG00000154814,782.2232699,0.438519363,0.103425632,1.32E-06,0.00026168,upregulated
9117,ENSG00000154822,3127.79477,0.244650672,0.081809142,0.000470168,0.009349984,upregulated
9118,ENSG00000154832,127.5396107,-0.267987714,0.131869299,0.00543407,0.042758934,downregulated
9119,ENSG00000154839,10.34613691,0.045761169,0.113661839,0.454618188,0.655865159,unchanged
9120,ENSG00000154845,2052.373263,0.01285144,0.08762954,0.841928742,0.918671374,unchanged
9121,ENSG00000154856,6.121691759,-2.19E-05,0.114346789,0.994362881,0.997317148,unchanged
9122,ENSG00000154864,0.415544431,0.000291372,0.128585076,0.772821127,NA,unchanged
9123,ENSG00000154889,696.7434577,0.024906904,0.076944525,0.689705483,0.827084872,unchanged
9124,ENSG00000154914,2.788045528,-0.039981236,0.129714894,0.302184467,NA,unchanged
9125,ENSG00000154917,71.40975815,0.074226827,0.135887844,0.200642264,0.401188183,unchanged
9126,ENSG00000154920,5.60091261,0.070478272,0.139283513,0.182244622,0.378131665,unchanged
9127,ENSG00000154928,371.1855771,0.165982558,0.119857122,0.045170147,0.161134022,unchanged
9128,ENSG00000154930,278.0551354,-0.131729305,0.097231026,0.067566901,0.207359973,unchanged
9129,ENSG00000154945,154.309733,-0.209120361,0.101711015,0.008425315,0.057192144,unchanged
9130,ENSG00000154957,120.3192871,-0.003799336,0.084494843,0.949726575,0.97558743,unchanged
9131,ENSG00000154975,0.11487929,-0.00043147,0.128674517,0.973694238,NA,unchanged
9132,ENSG00000154978,812.4279738,-0.039327112,0.061901645,0.465937923,0.664187362,unchanged
9133,ENSG00000154997,0.007939337,-0.000279134,0.128698925,0.962143319,NA,unchanged
9134,ENSG00000155008,122.6711377,0.029580311,0.06803685,0.606537415,0.771007479,unchanged
9135,ENSG00000155011,2.915802137,0.022842724,0.124199674,0.570571548,NA,unchanged
9136,ENSG00000155016,108.5295948,0.082848124,0.079734738,0.191250168,0.388821031,unchanged
9137,ENSG00000155026,0.54042707,-0.006219554,0.12809082,0.930231302,NA,unchanged
9138,ENSG00000155034,38.68062915,-0.53254845,0.150834599,1.55E-05,0.000995118,downregulated
9139,ENSG00000155052,0.018765654,-8.87E-05,0.128695502,0.959216327,NA,unchanged
9140,ENSG00000155066,0.566271855,-0.001924837,0.128257519,0.870733983,NA,unchanged
9141,ENSG00000155085,127.7100958,0.118072611,0.084067028,0.076158113,0.223138112,unchanged
9142,ENSG00000155087,0.006022897,-0.000458928,0.128699153,0.964647976,NA,unchanged
9143,ENSG00000155090,155.4351626,-0.052066907,0.092029733,0.435366943,0.639625715,unchanged
9144,ENSG00000155093,152.835718,-0.137282265,0.161030505,0.070602998,0.213552468,unchanged
9145,ENSG00000155096,2141.22841,0.018965375,0.051952031,0.689077945,0.826804507,unchanged
9146,ENSG00000155097,1017.802571,0.054099655,0.066514191,0.339577743,0.550813963,unchanged
9147,ENSG00000155099,542.7505675,0.089276809,0.09819589,0.20603315,0.407328214,unchanged
9148,ENSG00000155100,138.0063685,0.182450034,0.084609991,0.008516516,0.057416995,unchanged
9149,ENSG00000155111,243.7496282,-0.058887242,0.128095515,0.261600515,0.472840005,unchanged
9150,ENSG00000155115,61.67447848,0.033379368,0.106147522,0.601065949,0.766548771,unchanged
9151,ENSG00000155158,359.2064618,0.145086403,0.089711535,0.034274195,0.136430954,unchanged
9152,ENSG00000155189,295.4460906,0.053931797,0.06761006,0.348676474,0.559569822,unchanged
9153,ENSG00000155229,342.2941584,0.008500205,0.061356311,0.8760494,0.939035623,unchanged
9154,ENSG00000155252,154.6761155,-0.086220704,0.091069883,0.201721205,0.402301071,unchanged
9155,ENSG00000155254,21.73063875,-0.674383408,0.21653743,9.89E-05,0.003299213,downregulated
9156,ENSG00000155256,127.5454267,-0.433815229,0.161495902,0.00041168,0.008633433,downregulated
9157,ENSG00000155265,51.01150252,-0.135932856,0.122524679,0.078261184,0.226826831,unchanged
9158,ENSG00000155275,95.16979169,-0.115561267,0.086764114,0.084678021,0.237269289,unchanged
9159,ENSG00000155287,38.32283747,-0.129407457,0.146794346,0.097887119,0.259352148,unchanged
9160,ENSG00000155304,563.002983,0.033666465,0.06887454,0.560577018,0.739299333,unchanged
9161,ENSG00000155307,681.3828224,0.069955679,0.092243972,0.29017085,0.503574675,unchanged
9162,ENSG00000155313,1425.306419,0.078736458,0.065861591,0.166469422,0.358615294,unchanged
9163,ENSG00000155324,44.0854479,0.133908097,0.089539539,0.055058567,0.182661943,unchanged
9164,ENSG00000155329,133.8194551,0.083811984,0.070976573,0.161522122,0.352733938,unchanged
9165,ENSG00000155330,38.83254081,-0.077082074,0.084479308,0.235799211,0.443083598,unchanged
9166,ENSG00000155363,268.3993912,-0.061896471,0.10489633,0.360599617,0.570081017,unchanged
9167,ENSG00000155366,282.2711399,-0.074275018,0.085864227,0.261678833,0.472840005,unchanged
9168,ENSG00000155367,4.753954214,-0.026015878,0.121213601,0.577406961,NA,unchanged
9169,ENSG00000155368,77.6597893,-0.025497895,0.088866898,0.690380854,0.827536277,unchanged
9170,ENSG00000155380,78.00670419,0.107909584,0.177671165,0.042346186,0.155504507,unchanged
9171,ENSG00000155393,31.74994514,-0.052983148,0.119444443,0.386951069,0.594361308,unchanged
9172,ENSG00000155428,1.726729476,0.031171268,0.129849619,0.346231534,NA,unchanged
9173,ENSG00000155438,168.5735784,0.007801063,0.079375218,0.900818207,0.952572756,unchanged
9174,ENSG00000155463,794.6201251,0.098890461,0.076389534,0.115473282,0.286280567,unchanged
9175,ENSG00000155465,1146.81043,0.069178104,0.086730995,0.300811827,0.513451413,unchanged
9176,ENSG00000155506,297.141009,-0.418039534,0.22370036,0.003191133,0.029783192,downregulated
9177,ENSG00000155508,1141.821544,0.030715591,0.0480862,0.490448039,0.685269226,unchanged
9178,ENSG00000155511,0.092853069,7.65E-05,0.128692341,0.970633773,NA,unchanged
9179,ENSG00000155530,8.077154359,-0.012855277,0.114420691,0.830421363,0.911415597,unchanged
9180,ENSG00000155542,30.76254822,0.035473552,0.121244342,0.462599465,0.661679019,unchanged
9181,ENSG00000155545,408.6865085,0.067631917,0.066851915,0.235550866,0.442789561,unchanged
9182,ENSG00000155561,796.6018551,-0.021447225,0.055554856,0.666520873,0.811873221,unchanged
9183,ENSG00000155592,74.80634126,0.051628124,0.079719405,0.41188891,0.618329843,unchanged
9184,ENSG00000155621,65.13251857,0.022717705,0.079059341,0.713853897,0.842898123,unchanged
9185,ENSG00000155622,0.042769908,-0.001154187,0.128701289,0.991976506,NA,unchanged
9186,ENSG00000155629,2771.118094,-0.077710799,0.095522383,0.257144238,0.467876087,unchanged
9187,ENSG00000155636,126.174646,0.109207595,0.081425371,0.090698662,0.247361612,unchanged
9188,ENSG00000155657,3301.134628,0.174165728,0.121324771,0.03085072,0.127922352,unchanged
9189,ENSG00000155659,32.39593925,-0.001743214,0.105808829,0.979971721,0.990708392,unchanged
9190,ENSG00000155660,471.1671553,-0.137036881,0.11228534,0.075049906,0.221263365,unchanged
9191,ENSG00000155666,30.46843955,-0.260484294,0.166166631,0.010762931,0.065915808,unchanged
9192,ENSG00000155714,0.035750256,-0.001104952,0.128699399,0.997224831,NA,unchanged
9193,ENSG00000155719,0.248498401,-0.00650868,0.128716097,0.822510107,NA,unchanged
9194,ENSG00000155729,186.8918443,0.022943066,0.046705187,0.600286826,0.766049231,unchanged
9195,ENSG00000155744,1942.760387,-0.036034432,0.100058394,0.564918847,0.741478688,unchanged
9196,ENSG00000155749,30.14524354,0.062241779,0.133649113,0.239167857,0.447099176,unchanged
9197,ENSG00000155754,2.344821236,0.111412437,0.18944351,0.036637643,NA,unchanged
9198,ENSG00000155755,37.86138397,0.188585812,0.111786063,0.020598343,0.099028018,unchanged
9199,ENSG00000155760,2.435306674,0.059806477,0.140169682,0.14237155,NA,unchanged
9200,ENSG00000155761,2.650076211,-0.022407766,0.124500642,0.567066226,NA,unchanged
9201,ENSG00000155792,9.510453579,0.009054976,0.110663621,0.869462398,0.934947397,unchanged
9202,ENSG00000155827,684.2687873,-0.018917842,0.044384084,0.649739006,0.800942704,unchanged
9203,ENSG00000155846,101.0783713,-0.064573877,0.10130081,0.337013381,0.548260721,unchanged
9204,ENSG00000155849,1474.018803,0.154594124,0.072492816,0.011956134,0.070110336,unchanged
9205,ENSG00000155850,302.324831,-0.02631279,0.087394233,0.676404856,0.818367099,unchanged
9206,ENSG00000155858,92.58460283,-0.022814721,0.068789966,0.689316788,0.826905327,unchanged
9207,ENSG00000155868,105.3558633,0.102957253,0.087684776,0.124767381,0.300988117,unchanged
9208,ENSG00000155875,1.109657436,-0.018814733,0.127482102,0.526064326,NA,unchanged
9209,ENSG00000155876,471.2790768,0.073528576,0.053572607,0.127793756,0.305491084,unchanged
9210,ENSG00000155886,1.485278153,0.001856729,0.124902101,0.928242744,NA,unchanged
9211,ENSG00000155893,161.0750519,0.180065157,0.091993035,0.012861234,0.073894702,unchanged
9212,ENSG00000155903,864.873603,0.081045467,0.086352543,0.218348643,0.422062969,unchanged
9213,ENSG00000155906,57.60753604,0.06802932,0.131426205,0.236948298,0.444510895,unchanged
9214,ENSG00000155926,3470.179557,-0.010338994,0.07924361,0.864914218,0.9323425,unchanged
9215,ENSG00000155957,1441.86392,0.10225195,0.082168121,0.117139178,0.289057472,unchanged
9216,ENSG00000155959,380.2581771,0.1591142,0.0633265,0.004293515,0.036316648,upregulated
9217,ENSG00000155961,120.7099999,0.055031812,0.061076246,0.300006152,0.513059711,unchanged
9218,ENSG00000155962,573.0751706,0.191259521,0.17420618,0.036965665,0.143196691,unchanged
9219,ENSG00000155966,45.31680697,0.067697542,0.114391774,0.310624872,0.52293542,unchanged
9220,ENSG00000155970,18.86439904,0.477132188,0.21634372,0.000911172,0.013687275,upregulated
9221,ENSG00000155974,9.37737249,0.009274724,0.11135119,0.863813647,0.931857405,unchanged
9222,ENSG00000155975,423.7951169,0.154376475,0.067578019,0.007833775,0.054899886,unchanged
9223,ENSG00000155980,4.634852133,-0.00491611,0.115944069,0.920593931,0.961946293,unchanged
9224,ENSG00000156006,0.022329873,0.000137035,0.128694847,0.919541546,NA,unchanged
9225,ENSG00000156011,78.44239179,0.13863826,0.14129671,0.08457549,0.237157489,unchanged
9226,ENSG00000156017,228.7845699,0.08971775,0.068683749,0.121007769,0.295440161,unchanged
9227,ENSG00000156026,317.9247324,0.115748598,0.063738945,0.039355531,0.148668095,unchanged
9228,ENSG00000156030,232.0718077,-0.68851111,0.29285518,0.000684929,0.011435593,downregulated
9229,ENSG00000156042,56.47895107,0.124630816,0.099161002,0.0852318,0.238047326,unchanged
9230,ENSG00000156049,1.91889177,-0.046793944,0.135308786,0.227391408,NA,unchanged
9231,ENSG00000156050,46.41351357,0.01244182,0.077249413,0.841159804,0.918197881,unchanged
9232,ENSG00000156052,1507.146833,0.194455321,0.125125635,0.025041406,0.111950292,unchanged
9233,ENSG00000156076,0.111377064,0.002196727,0.12870641,0.828496856,NA,unchanged
9234,ENSG00000156097,1.7179201,0.092047723,0.167398705,0.044932999,NA,unchanged
9235,ENSG00000156103,0.100267301,0.000562568,0.128692249,0.952976539,NA,unchanged
9236,ENSG00000156110,156.2002176,0.112610215,0.092653614,0.103222169,0.267947869,unchanged
9237,ENSG00000156113,7.809553647,0.072038451,0.149628395,0.093182961,NA,unchanged
9238,ENSG00000156127,86.61017961,0.021579406,0.081454968,0.731952736,0.855510709,unchanged
9239,ENSG00000156136,780.7865171,0.146726955,0.098543479,0.04919042,0.170083587,unchanged
9240,ENSG00000156140,11.64390154,-0.028799505,0.120438484,0.555492704,0.736030491,unchanged
9241,ENSG00000156162,178.7841661,0.141536173,0.088086415,0.039894765,0.149857472,unchanged
9242,ENSG00000156170,52.41676933,0.195454439,0.089976443,0.007246031,0.052262802,unchanged
9243,ENSG00000156171,343.9074455,0.074550874,0.105422366,0.267103624,0.478776736,unchanged
9244,ENSG00000156172,23.17245066,0.086905806,0.10647271,0.218837707,0.422653632,unchanged
9245,ENSG00000156194,1.327283097,0.028168685,0.128525763,0.406172492,NA,unchanged
9246,ENSG00000156206,5.027202229,0.023924195,0.1303761,0.116449374,NA,unchanged
9247,ENSG00000156218,0.575388236,0.002559885,0.127796947,0.749071444,NA,unchanged
9248,ENSG00000156219,0.047975823,-0.000591543,0.128694592,0.995981581,NA,unchanged
9249,ENSG00000156222,0.058571044,0.000195255,0.128692954,0.937636436,NA,unchanged
9250,ENSG00000156232,104.3262713,-0.162416789,0.087140626,0.019848794,0.096905525,unchanged
9251,ENSG00000156234,0.197619708,0.00148809,0.12868078,0.802530421,NA,unchanged
9252,ENSG00000156239,250.6944473,0.144887046,0.089442348,0.034943101,0.138110348,unchanged
9253,ENSG00000156253,64.16686343,0.001330289,0.079678273,0.98295469,0.992191468,unchanged
9254,ENSG00000156256,554.8661295,0.110706616,0.076425454,0.078371092,0.226892323,unchanged
9255,ENSG00000156261,1312.532175,-0.009520699,0.067767396,0.866428719,0.933538837,unchanged
9256,ENSG00000156265,1190.082146,-0.101062811,0.151372672,0.124368738,0.300679075,unchanged
9257,ENSG00000156269,0.03125555,0.001418476,0.128695556,0.902618848,NA,unchanged
9258,ENSG00000156273,9059.064455,-0.003938944,0.082296688,0.948049059,0.974686774,unchanged
9259,ENSG00000156298,81.26205096,0.034518432,0.116574983,0.537923288,0.722329114,unchanged
9260,ENSG00000156299,297.3547365,-0.050430515,0.09182716,0.445820198,0.647763737,unchanged
9261,ENSG00000156304,207.6899904,0.023764671,0.073778279,0.694715111,0.830501974,unchanged
9262,ENSG00000156313,147.1540974,0.124208996,0.123859011,0.103643289,0.268434217,unchanged
9263,ENSG00000156345,9.468354466,0.026043651,0.108388613,0.665267391,0.811131603,unchanged
9264,ENSG00000156374,61.96525941,0.088784954,0.072067454,0.138490138,0.322023725,unchanged
9265,ENSG00000156381,102.1516442,0.008664082,0.114253706,0.869434189,0.934947397,unchanged
9266,ENSG00000156384,71.53901472,0.014870207,0.079586835,0.812172704,0.900540633,unchanged
9267,ENSG00000156395,12.5898791,0.272907813,0.282307158,0.015368829,0.082902189,unchanged
